league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
ENG-Premier League,2025-26,Everton,Tim Iroegbunam,ENG,MF,22-062,2003,1.7,68,7,22,34,13,0,68,3,1,33.3,2,66.7,29,105,61,1,0,0,1,1,29,1
ENG-Premier League,2025-26,Everton,Vitaliy Mykolenko,UKR,DF,26-094,1999,1.0,59,3,20,29,10,1,59,1,0,0.0,1,100.0,29,88,62,0,3,0,1,0,28,0
ENG-Premier League,2025-26,Fulham,Adama Traoré,ESP,FW,29-218,1996,0.4,19,0,1,7,11,3,19,2,0,0.0,1,50.0,11,92,59,3,0,2,2,0,13,6
ENG-Premier League,2025-26,Fulham,Alex Iwobi,NGA,FW,29-120,1996,2.6,154,4,21,75,63,3,154,6,1,16.7,4,66.7,119,732,429,19,13,1,3,2,122,16
ENG-Premier League,2025-26,Fulham,Antonee Robinson,USA,DF,28-023,1997,0.6,53,0,13,18,22,2,53,0,0,,0,,30,154,84,3,0,0,3,0,39,6
ENG-Premier League,2025-26,Fulham,Bernd Leno,GER,GK,33-180,1992,3.0,154,138,154,0,0,0,154,0,0,,0,,113,427,221,0,0,0,0,0,92,0
ENG-Premier League,2025-26,Fulham,Calvin Bassey,NGA,DF,25-243,1999,3.0,189,17,102,75,13,1,189,5,3,60.0,1,20.0,129,557,249,2,2,0,0,4,132,1
ENG-Premier League,2025-26,Fulham,Emile Smith Rowe,ENG,"MF,FW",25-034,2000,0.6,45,0,1,19,25,2,45,5,1,20.0,4,80.0,29,115,54,1,3,1,1,0,35,6
ENG-Premier League,2025-26,Fulham,Harry Wilson,WAL,FW,28-162,1997,1.7,54,0,6,22,26,9,54,4,2,50.0,2,50.0,32,183,82,3,0,1,4,1,36,12
ENG-Premier League,2025-26,Fulham,Joachim Andersen,DEN,DF,29-092,1996,3.0,210,22,105,89,16,7,210,1,1,100.0,0,0.0,120,520,307,2,1,0,2,0,137,1
ENG-Premier League,2025-26,Fulham,Jorge Cuenca,ESP,DF,25-287,1999,0.9,60,8,38,19,3,2,60,0,0,,0,,48,124,56,0,1,0,0,0,48,0
ENG-Premier League,2025-26,Fulham,Joshua King,ENG,MF,18-240,2007,2.4,84,0,9,42,35,11,84,6,0,0.0,5,83.3,58,406,200,6,6,1,6,5,62,15
ENG-Premier League,2025-26,Fulham,Kenny Tete,NED,DF,29-326,1995,3.0,172,14,68,74,32,5,172,4,1,25.0,0,0.0,80,364,191,4,2,1,1,1,84,4
ENG-Premier League,2025-26,Fulham,Raúl Jiménez,MEX,FW,34-118,1991,1.3,46,3,5,21,20,5,46,2,0,0.0,2,100.0,25,61,17,0,0,0,6,3,33,5
ENG-Premier League,2025-26,Fulham,Rodrigo Muniz,BRA,FW,24-119,2001,1.7,48,4,4,24,20,9,48,4,0,0.0,4,100.0,24,64,12,0,0,0,7,2,34,2
ENG-Premier League,2025-26,Fulham,Ryan Sessegnon,ENG,DF,25-105,2000,1.4,79,8,24,33,24,4,79,2,0,0.0,2,100.0,38,246,120,4,5,1,2,0,38,8
ENG-Premier League,2025-26,Fulham,Sander Berge,NOR,MF,27-198,1998,2.7,129,7,32,84,14,2,129,3,0,0.0,3,100.0,76,315,153,2,1,1,0,1,82,0
ENG-Premier League,2025-26,Fulham,Saša Lukić,SRB,MF,29-018,1996,3.0,133,9,26,61,50,3,133,2,1,50.0,0,0.0,70,362,176,5,3,0,2,4,80,10
ENG-Premier League,2025-26,Fulham,Timothy Castagne,BEL,"FW,DF",29-269,1995,1.4,62,3,15,16,31,7,62,1,0,0.0,1,100.0,33,106,47,1,0,0,2,0,40,10
ENG-Premier League,2025-26,Fulham,Tom Cairney,SCO,MF,34-223,1991,0.3,22,1,7,11,4,0,22,2,0,0.0,2,100.0,17,68,15,0,1,0,1,1,18,1
ENG-Premier League,2025-26,Leeds United,Anton Stach,GER,MF,26-289,1998,3.0,156,7,28,70,58,6,156,5,1,20.0,3,60.0,61,355,216,7,5,1,2,0,91,7
ENG-Premier League,2025-26,Leeds United,Ao Tanaka,JPN,MF,26-355,1998,1.6,79,0,8,54,17,3,79,2,0,0.0,1,50.0,50,202,82,1,0,0,0,2,61,2
ENG-Premier League,2025-26,Leeds United,Brenden Aaronson,USA,FW,24-313,2000,0.9,36,0,5,16,16,2,36,3,3,100.0,0,0.0,17,87,51,2,1,0,3,1,21,5
ENG-Premier League,2025-26,Leeds United,Daniel James,WAL,FW,27-294,1997,2.2,68,1,9,25,36,7,68,3,1,33.3,2,66.7,34,256,177,7,3,4,4,0,45,15
ENG-Premier League,2025-26,Leeds United,Dominic Calvert-Lewin,ENG,FW,28-168,1997,0.2,11,0,0,6,6,2,11,0,0,,0,,8,82,37,1,1,0,2,0,7,2
ENG-Premier League,2025-26,Leeds United,Ethan Ampadu,WAL,MF,24-351,2000,0.9,71,0,10,51,10,1,71,0,0,,0,,28,116,37,0,1,0,0,0,44,2
ENG-Premier League,2025-26,Leeds United,Gabriel Gudmundsson,SWE,DF,26-124,1999,2.9,170,4,56,69,47,4,170,9,4,44.4,4,44.4,80,308,182,7,4,2,3,1,97,11
ENG-Premier League,2025-26,Leeds United,Ilia Gruev,BUL,MF,25-117,2000,2.1,113,5,34,72,7,1,113,0,0,,0,,61,205,49,0,2,0,1,0,73,0
ENG-Premier League,2025-26,Leeds United,Jack Harrison,ENG,FW,28-284,1996,0.5,30,0,5,12,15,2,30,2,2,100.0,0,0.0,18,125,77,4,0,2,3,0,20,6
ENG-Premier League,2025-26,Leeds United,James Justin,ENG,DF,27-189,1998,0.1,4,0,1,3,0,0,4,0,0,,0,,1,5,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Leeds United,Jayden Bogle,ENG,DF,25-035,2000,2.9,126,8,38,63,30,4,126,9,4,44.4,4,44.4,61,467,266,9,3,2,1,2,63,9
ENG-Premier League,2025-26,Leeds United,Joe Rodon,WAL,DF,27-313,1997,3.0,170,16,89,79,2,1,170,1,1,100.0,0,0.0,85,366,225,1,0,0,0,1,108,0
ENG-Premier League,2025-26,Leeds United,Joël Piroe,NED,FW,26-029,1999,1.5,38,1,2,25,11,4,38,0,0,,0,,13,38,16,0,0,0,2,1,25,3
ENG-Premier League,2025-26,Leeds United,Lucas Perri,BRA,GK,27-264,1997,3.0,117,96,117,0,0,0,117,0,0,,0,,70,325,208,0,0,0,0,0,66,0
ENG-Premier League,2025-26,Leeds United,Lukas Nmecha,GER,FW,26-260,1998,1.3,47,5,8,26,16,6,46,0,0,,0,,30,109,34,1,3,0,5,3,35,7
ENG-Premier League,2025-26,Leeds United,Noah Okafor,SUI,FW,25-099,2000,0.3,8,0,3,3,2,0,8,1,0,0.0,1,100.0,9,36,14,0,0,0,0,3,8,0
ENG-Premier League,2025-26,Leeds United,Pascal Struijk,NED,DF,26-020,1999,3.0,195,23,93,96,6,3,195,0,0,,0,,114,488,261,0,0,0,0,0,141,0
ENG-Premier League,2025-26,Leeds United,Sam Byram,ENG,DF,31-349,1993,0.1,1,0,1,0,0,0,1,0,0,,0,,1,3,1,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Leeds United,Sean Longstaff,ENG,MF,27-305,1997,1.4,58,1,11,38,10,0,58,1,0,0.0,1,100.0,26,138,36,0,0,0,0,2,30,0
ENG-Premier League,2025-26,Leeds United,Wilfried Gnonto,ITA,FW,21-299,2003,2.1,100,1,12,42,48,4,100,10,1,10.0,5,50.0,58,348,177,4,3,1,1,1,67,14
ENG-Premier League,2025-26,Liverpool,Alexis Mac Allister,ARG,MF,26-250,1998,0.8,60,2,11,37,12,2,60,1,0,0.0,1,100.0,34,116,70,1,2,0,1,0,42,1
ENG-Premier League,2025-26,Liverpool,Alisson,BRA,GK,32-333,1992,2.0,81,56,76,5,0,0,81,0,0,,0,,56,226,156,0,0,0,0,0,52,0
ENG-Premier League,2025-26,Liverpool,Andrew Robertson,SCO,DF,31-173,1994,0.3,18,1,6,7,5,1,18,0,0,,0,,5,6,0,0,0,0,1,0,7,1
ENG-Premier League,2025-26,Liverpool,Cody Gakpo,NED,FW,26-116,1999,2.0,90,1,12,43,39,10,90,13,3,23.1,5,38.5,48,351,200,6,7,3,5,2,56,13
ENG-Premier League,2025-26,Liverpool,Conor Bradley,NIR,DF,22-053,2003,0.1,17,0,6,5,6,0,17,1,0,0.0,1,100.0,11,81,52,1,1,0,0,2,12,2
ENG-Premier League,2025-26,Liverpool,Curtis Jones,ENG,MF,24-213,2001,1.2,75,0,14,52,11,1,75,2,2,100.0,0,0.0,48,246,116,2,1,1,2,0,57,0
ENG-Premier League,2025-26,Liverpool,Dominik Szoboszlai,HUN,"MF,DF",24-310,2000,2.0,149,6,32,85,32,4,149,3,1,33.3,1,33.3,94,484,244,5,4,1,2,1,110,6
ENG-Premier League,2025-26,Liverpool,Federico Chiesa,ITA,FW,27-310,1997,0.2,9,1,1,3,5,1,9,0,0,,0,,2,2,0,0,0,0,1,1,4,0
ENG-Premier League,2025-26,Liverpool,Florian Wirtz,GER,MF,22-120,2003,1.8,106,2,14,51,42,7,106,0,0,,0,,52,221,89,2,2,2,6,4,67,13
ENG-Premier League,2025-26,Liverpool,Harvey Elliott,ENG,"MF,FW",22-149,2003,0.0,9,0,0,5,4,0,9,1,0,0.0,1,100.0,5,21,4,0,0,0,0,0,8,1
ENG-Premier League,2025-26,Liverpool,Hugo Ekitike,FRA,FW,23-072,2002,1.7,56,2,5,26,25,7,56,4,2,50.0,2,50.0,29,163,84,4,2,1,2,3,42,10
ENG-Premier League,2025-26,Liverpool,Ibrahima Konaté,FRA,DF,26-098,1999,2.0,106,14,51,55,1,0,106,2,2,100.0,0,0.0,58,345,174,2,0,0,1,2,67,0
ENG-Premier League,2025-26,Liverpool,Jeremie Frimpong,NED,DF,24-264,2000,0.7,25,2,9,10,6,0,25,1,1,100.0,0,0.0,13,35,17,0,0,0,0,0,14,2
ENG-Premier League,2025-26,Liverpool,Joe Gomez,ENG,DF,28-100,1997,0.2,15,0,3,9,3,0,15,0,0,,0,,4,8,4,0,0,0,0,0,5,0
ENG-Premier League,2025-26,Liverpool,Milos Kerkez,HUN,DF,21-297,2003,1.7,114,4,54,50,11,0,114,0,0,,0,,45,202,82,1,1,0,1,1,57,2
ENG-Premier League,2025-26,Liverpool,Mohamed Salah,EGY,FW,33-077,1992,2.0,80,2,9,19,52,11,80,2,1,50.0,1,50.0,50,344,188,8,2,6,3,2,60,23
ENG-Premier League,2025-26,Liverpool,Rio Ngumoha,ENG,FW,17-002,2008,0.0,3,0,0,1,2,1,3,1,1,100.0,0,0.0,2,34,18,1,0,0,0,0,2,2
ENG-Premier League,2025-26,Liverpool,Ryan Gravenberch,NED,MF,23-107,2002,1.0,54,2,14,31,9,0,54,0,0,,0,,30,118,33,0,0,0,1,2,38,0
ENG-Premier League,2025-26,Liverpool,Virgil van Dijk,NED,DF,34-054,1991,2.0,174,37,104,66,6,5,174,0,0,,0,,79,321,158,2,0,1,1,0,97,1
ENG-Premier League,2025-26,Liverpool,Wataru Endo,JPN,"MF,DF",32-203,1993,0.4,22,1,3,16,3,0,22,0,0,,0,,7,27,12,1,0,0,1,0,13,0
ENG-Premier League,2025-26,Manchester City,Abdukodir Khusanov,UZB,DF,21-183,2004,0.1,6,1,4,1,1,0,6,1,1,100.0,0,0.0,4,51,33,0,0,0,0,0,5,0
ENG-Premier League,2025-26,Manchester City,Bernardo Silva,POR,MF,31-021,1994,1.1,80,6,24,30,26,4,80,1,0,0.0,1,100.0,42,194,79,2,1,0,4,4,50,10
ENG-Premier League,2025-26,Manchester City,Erling Haaland,NOR,FW,25-041,2000,1.8,34,1,3,13,19,12,34,2,1,50.0,1,50.0,17,63,29,1,1,0,4,1,25,3
ENG-Premier League,2025-26,Manchester City,James Trafford,ENG,GK,22-325,2002,2.0,82,71,82,0,0,0,82,0,0,,0,,49,187,58,0,0,0,0,0,42,0
ENG-Premier League,2025-26,Manchester City,Jeremy Doku,BEL,"FW,MF",23-096,2002,1.1,51,0,3,17,31,5,51,5,2,40.0,3,60.0,38,325,192,7,8,3,5,3,42,15
ENG-Premier League,2025-26,Manchester City,John Stones,ENG,DF,31-095,1994,1.9,159,20,79,72,11,0,159,2,2,100.0,0,0.0,104,617,263,2,1,0,2,0,122,1
ENG-Premier League,2025-26,Manchester City,Matheus Nunes,POR,DF,27-004,1998,0.3,24,2,10,13,1,0,24,0,0,,0,,7,52,22,0,0,0,0,1,14,0
ENG-Premier League,2025-26,Manchester City,Nathan Aké,NED,DF,30-194,1995,0.8,46,2,20,15,11,1,46,1,0,0.0,1,100.0,27,81,35,0,0,0,0,0,31,0
ENG-Premier League,2025-26,Manchester City,Nico O’Reilly,ENG,MF,20-163,2005,0.3,19,0,3,8,8,0,19,0,0,,0,,10,54,30,1,1,0,0,2,18,1
ENG-Premier League,2025-26,Manchester City,Nicolás González,ESP,MF,23-240,2002,1.8,151,3,28,102,21,1,151,6,5,83.3,0,0.0,73,362,181,3,3,1,2,1,106,4
ENG-Premier League,2025-26,Manchester City,Omar Marmoush,EGY,"MF,FW",26-205,1999,0.9,35,2,3,9,24,8,35,3,1,33.3,1,33.3,24,131,67,4,0,4,3,2,26,11
ENG-Premier League,2025-26,Manchester City,Oscar Bobb,NOR,"FW,MF",22-050,2003,1.8,85,1,6,35,47,9,85,10,4,40.0,5,50.0,57,396,171,5,3,6,4,3,64,25
ENG-Premier League,2025-26,Manchester City,Phil Foden,ENG,MF,25-095,2000,0.2,20,0,3,9,9,1,20,1,0,0.0,0,0.0,11,77,39,2,0,0,0,0,13,1
ENG-Premier League,2025-26,Manchester City,Rayan Aït-Nouri,ALG,DF,24-086,2001,1.2,104,5,42,40,22,0,104,3,1,33.3,2,66.7,50,282,113,4,1,0,3,2,61,0
ENG-Premier League,2025-26,Manchester City,Rayan Cherki,FRA,"MF,FW",22-014,2003,0.8,74,0,15,34,25,3,74,3,1,33.3,2,66.7,40,205,117,3,3,1,0,4,61,3
ENG-Premier League,2025-26,Manchester City,Rico Lewis,ENG,DF,20-283,2004,1.7,139,5,36,75,29,6,139,1,0,0.0,0,0.0,80,308,135,2,0,0,3,3,95,9
ENG-Premier League,2025-26,Manchester City,Rodri,ESP,MF,29-070,1996,0.2,19,0,4,9,6,1,19,1,1,100.0,0,0.0,15,68,34,1,0,0,0,0,14,0
ENG-Premier League,2025-26,Manchester City,Rúben Dias,POR,DF,28-109,1997,2.0,157,21,70,81,6,1,157,2,1,50.0,1,50.0,100,508,280,3,0,0,0,0,122,0
ENG-Premier League,2025-26,Manchester City,Tijjani Reijnders,NED,MF,27-033,1998,2.0,124,2,9,70,46,6,124,3,1,33.3,2,66.7,80,394,218,7,6,0,4,4,105,12
ENG-Premier League,2025-26,Manchester Utd,Altay Bayındır,TUR,GK,27-139,1998,3.0,115,97,115,0,0,0,115,0,0,,0,,86,385,219,0,0,0,2,0,69,0
ENG-Premier League,2025-26,Manchester Utd,Amad Diallo,CIV,DF,23-051,2002,2.0,120,6,21,47,55,13,120,5,3,60.0,2,40.0,71,539,334,13,7,8,5,2,79,15
ENG-Premier League,2025-26,Manchester Utd,Ayden Heaven,ENG,DF,18-343,2006,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester Utd,Benjamin Šeško,SVN,FW,22-092,2003,0.9,30,0,2,16,12,7,30,0,0,,0,,16,42,1,0,0,0,1,2,24,5
ENG-Premier League,2025-26,Manchester Utd,Bruno Fernandes,POR,MF,30-357,1994,3.0,238,13,47,132,60,7,236,5,3,60.0,1,20.0,128,584,309,5,4,2,0,4,151,5
ENG-Premier League,2025-26,Manchester Utd,Bryan Mbeumo,CMR,MF,26-024,1999,3.0,129,0,6,45,80,18,129,2,1,50.0,0,0.0,80,490,318,13,7,4,11,4,90,32
ENG-Premier League,2025-26,Manchester Utd,Casemiro,BRA,MF,33-189,1992,2.1,128,2,29,77,22,2,128,1,0,0.0,1,100.0,58,207,96,0,4,0,2,0,78,4
ENG-Premier League,2025-26,Manchester Utd,Diogo Dalot,POR,DF,26-166,1999,2.0,113,9,33,29,51,7,113,5,3,60.0,2,40.0,60,387,225,10,1,4,5,2,66,19
ENG-Premier League,2025-26,Manchester Utd,Harry Maguire,ENG,DF,32-179,1993,0.2,13,4,6,3,4,1,13,0,0,,0,,5,48,30,0,0,0,0,1,6,2
ENG-Premier League,2025-26,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",24-101,2001,0.7,44,1,5,16,23,8,44,0,0,,0,,20,54,18,0,0,0,4,2,31,3
ENG-Premier League,2025-26,Manchester Utd,Kobbie Mainoo,ENG,MF,20-134,2005,0.5,28,0,3,17,8,0,28,0,0,,0,,16,172,63,2,0,0,0,2,20,2
ENG-Premier League,2025-26,Manchester Utd,Leny Yoro,FRA,DF,19-291,2005,2.9,173,20,85,77,14,3,173,0,0,,0,,110,628,422,4,2,0,1,3,117,2
ENG-Premier League,2025-26,Manchester Utd,Luke Shaw,ENG,DF,30-050,1995,2.8,209,14,75,108,26,0,209,2,0,0.0,2,100.0,133,745,434,5,6,0,0,1,144,5
ENG-Premier League,2025-26,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,24-142,2001,0.5,36,3,9,20,7,0,36,0,0,,0,,20,125,47,2,0,0,0,1,21,1
ENG-Premier League,2025-26,Manchester Utd,Mason Mount,ENG,MF,26-233,1999,2.0,82,0,5,49,28,8,82,1,1,100.0,0,0.0,40,179,86,3,0,3,3,2,56,6
ENG-Premier League,2025-26,Manchester Utd,Matheus Cunha,BRA,"FW,MF",26-096,1999,2.3,72,2,9,23,42,8,72,8,4,50.0,4,50.0,49,386,227,8,5,2,2,4,56,8
ENG-Premier League,2025-26,Manchester Utd,Matthijs de Ligt,NED,DF,26-019,1999,3.0,189,19,99,83,9,4,189,1,0,0.0,1,100.0,100,365,131,1,1,0,0,0,104,3
ENG-Premier League,2025-26,Manchester Utd,Noussair Mazraoui,MAR,DF,27-290,1997,0.1,11,1,2,7,2,0,11,0,0,,0,,4,12,8,0,0,0,0,0,5,1
ENG-Premier League,2025-26,Manchester Utd,Patrick Dorgu,DEN,DF,20-309,2004,2.0,109,5,23,36,50,6,109,5,1,20.0,2,40.0,60,306,165,8,4,1,8,3,73,13
ENG-Premier League,2025-26,Newcastle Utd,Anthony Elanga,SWE,FW,23-126,2002,2.2,81,1,8,29,44,9,81,5,1,20.0,3,60.0,53,321,195,9,4,5,4,2,62,21
ENG-Premier League,2025-26,Newcastle Utd,Anthony Gordon,ENG,FW,24-188,2001,1.5,55,0,2,24,30,12,55,6,4,66.7,1,16.7,34,155,83,4,4,3,2,2,32,5
ENG-Premier League,2025-26,Newcastle Utd,Bruno Guimarães,BRA,MF,27-288,1997,3.0,167,5,23,86,59,2,167,6,1,16.7,5,83.3,115,535,257,3,4,0,10,5,121,7
ENG-Premier League,2025-26,Newcastle Utd,Dan Burn,ENG,DF,33-114,1992,3.0,160,18,83,64,14,6,160,0,0,,0,,88,349,164,0,0,0,1,0,89,2
ENG-Premier League,2025-26,Newcastle Utd,Fabian Schär,SUI,DF,33-254,1991,2.9,194,28,100,80,15,3,194,0,0,,0,,128,494,305,3,1,0,2,0,133,1
ENG-Premier League,2025-26,Newcastle Utd,Harvey Barnes,ENG,FW,27-265,1997,2.1,74,1,3,29,43,11,74,5,0,0.0,4,80.0,63,391,234,11,4,4,3,1,59,16
ENG-Premier League,2025-26,Newcastle Utd,Jacob Murphy,ENG,FW,30-188,1995,0.8,41,1,7,13,23,5,41,7,2,28.6,4,57.1,32,195,57,3,3,0,1,1,31,12
ENG-Premier League,2025-26,Newcastle Utd,Jacob Ramsey,ENG,MF,24-095,2001,0.7,36,1,6,16,14,3,36,1,1,100.0,0,0.0,21,136,67,3,2,1,0,0,20,4
ENG-Premier League,2025-26,Newcastle Utd,Joelinton,BRA,MF,29-017,1996,1.7,55,4,12,28,16,5,55,2,0,0.0,1,50.0,33,174,101,4,1,0,2,1,41,5
ENG-Premier League,2025-26,Newcastle Utd,Kieran Trippier,ENG,DF,34-346,1990,2.5,191,2,48,79,64,1,191,0,0,,0,,89,313,162,3,5,0,2,0,105,12
ENG-Premier League,2025-26,Newcastle Utd,Lewis Hall,ENG,DF,20-357,2004,0.5,37,2,8,18,11,1,37,0,0,,0,,19,77,28,0,0,0,1,0,24,2
ENG-Premier League,2025-26,Newcastle Utd,Lewis Miley,ENG,MF,19-122,2006,0.9,55,1,13,25,18,1,55,0,0,,0,,41,149,79,1,2,0,1,1,41,3
ENG-Premier League,2025-26,Newcastle Utd,Malick Thiaw,GER,DF,24-023,2001,0.1,8,1,3,4,1,0,8,0,0,,0,,2,8,1,0,0,0,1,0,3,0
ENG-Premier League,2025-26,Newcastle Utd,Nick Pope,ENG,GK,33-134,1992,3.0,87,64,84,3,0,0,87,0,0,,0,,50,237,135,0,0,0,0,0,32,0
ENG-Premier League,2025-26,Newcastle Utd,Sandro Tonali,ITA,MF,25-115,2000,2.7,190,3,35,114,45,2,190,2,0,0.0,2,100.0,110,615,301,8,7,2,4,0,131,7
ENG-Premier League,2025-26,Newcastle Utd,Sven Botman,NED,DF,25-231,2000,0.7,52,10,34,18,0,0,52,0,0,,0,,28,88,19,0,0,0,0,0,26,0
ENG-Premier League,2025-26,Newcastle Utd,Valentino Livramento,ENG,DF,22-292,2002,3.0,168,12,46,66,59,6,168,8,3,37.5,4,50.0,107,600,360,6,7,3,4,3,104,20
ENG-Premier League,2025-26,Newcastle Utd,William Osula,DEN,FW,22-027,2003,1.2,32,0,3,19,10,5,32,4,2,50.0,2,50.0,23,91,20,1,0,1,5,0,26,9
ENG-Premier League,2025-26,Nott'ham Forest,Arnaud Kalimuendo,FRA,FW,23-223,2002,0.2,8,1,1,1,6,0,8,1,0,0.0,1,100.0,1,3,2,0,0,0,0,0,4,2
ENG-Premier League,2025-26,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24-297,2000,1.8,79,0,3,22,55,5,79,7,2,28.6,4,57.1,47,456,258,8,4,3,0,2,67,22
ENG-Premier League,2025-26,Nott'ham Forest,Chris Wood,NZL,FW,33-267,1991,1.8,31,1,1,18,12,6,31,1,1,100.0,0,0.0,10,28,13,0,0,0,3,1,28,4
ENG-Premier League,2025-26,Nott'ham Forest,Dan Ndoye,SUI,FW,24-310,2000,1.6,49,0,8,16,27,8,49,3,1,33.3,2,66.7,29,251,156,6,1,3,6,3,37,16
ENG-Premier League,2025-26,Nott'ham Forest,Elliot Anderson,ENG,MF,22-298,2002,2.0,184,1,28,108,52,4,184,7,2,28.6,5,71.4,98,568,333,5,4,0,3,2,124,7
ENG-Premier League,2025-26,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,27-272,1997,2.0,130,9,36,73,21,0,130,2,1,50.0,1,50.0,45,162,68,0,2,0,2,2,78,0
ENG-Premier League,2025-26,Nott'ham Forest,Igor Jesus,BRA,FW,24-187,2001,0.2,7,1,1,1,5,2,7,0,0,,0,,2,16,0,0,0,1,0,1,5,1
ENG-Premier League,2025-26,Nott'ham Forest,James Mcatee,ENG,"MF,FW",22-317,2002,0.2,14,0,0,7,7,1,14,0,0,,0,,7,17,2,0,0,0,0,1,9,1
ENG-Premier League,2025-26,Nott'ham Forest,Jota Silva,POR,FW,26-030,1999,0.1,7,0,2,1,4,2,7,0,0,,0,,2,3,2,0,0,0,1,0,4,1
ENG-Premier League,2025-26,Nott'ham Forest,Matz Sels,BEL,GK,33-186,1992,2.0,61,46,59,2,0,0,61,0,0,,0,,30,206,85,0,0,0,0,0,23,0
ENG-Premier League,2025-26,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,25-216,2000,1.8,124,1,5,67,52,6,124,5,3,60.0,1,20.0,62,313,186,3,6,0,7,1,102,15
ENG-Premier League,2025-26,Nott'ham Forest,Murillo,BRA,DF,23-058,2002,2.0,148,16,74,71,4,0,148,1,1,100.0,0,0.0,78,323,218,1,3,0,0,1,103,0
ENG-Premier League,2025-26,Nott'ham Forest,Neco Williams,WAL,DF,24-140,2001,2.0,133,3,27,60,47,4,133,2,1,50.0,0,0.0,70,364,251,7,8,1,1,3,88,11
ENG-Premier League,2025-26,Nott'ham Forest,Nikola Milenković,SRB,DF,27-323,1997,2.0,101,12,64,36,1,1,101,0,0,,0,,46,258,180,0,0,0,0,0,66,0
ENG-Premier League,2025-26,Nott'ham Forest,Ola Aina,NGA,DF,28-327,1996,2.0,134,11,56,48,32,1,134,6,2,33.3,4,66.7,50,232,135,3,3,1,0,5,67,3
ENG-Premier League,2025-26,Nott'ham Forest,Omari Hutchinson,ENG,FW,21-305,2003,0.1,10,1,2,2,6,2,10,0,0,,0,,7,45,14,1,0,0,0,0,8,4
ENG-Premier League,2025-26,Nott'ham Forest,Ryan Yates,ENG,MF,27-283,1997,0.1,17,0,7,3,7,0,17,1,1,100.0,0,0.0,7,33,8,0,1,0,0,0,9,0
ENG-Premier League,2025-26,Sunderland,Chemsdine Talbi,BEL,FW,20-114,2005,2.4,88,3,13,29,47,4,88,1,0,0.0,1,100.0,63,223,94,1,2,0,5,2,68,17
ENG-Premier League,2025-26,Sunderland,Chris Rigg,ENG,FW,18-074,2007,0.0,1,0,0,0,1,0,1,0,0,,0,,1,6,0,0,0,0,0,0,1,1
ENG-Premier League,2025-26,Sunderland,Daniel Ballard,NIR,DF,25-343,1999,1.1,50,12,34,11,6,5,50,0,0,,0,,21,120,44,0,0,0,1,0,21,0
ENG-Premier League,2025-26,Sunderland,Eliezer Mayenda,ESP,FW,20-115,2005,2.2,29,2,4,9,16,6,29,3,1,33.3,2,66.7,15,84,22,2,2,1,2,5,19,5
ENG-Premier League,2025-26,Sunderland,Enzo Le Fée,FRA,"FW,MF",25-209,2000,1.5,109,3,20,49,41,2,108,2,1,50.0,1,50.0,64,248,96,2,1,0,4,2,68,13
ENG-Premier League,2025-26,Sunderland,Granit Xhaka,SUI,MF,32-338,1992,3.0,242,11,49,154,41,1,242,0,0,,0,,149,689,272,2,3,0,1,2,161,3
ENG-Premier League,2025-26,Sunderland,Habib Diarra,SEN,MF,21-240,2004,2.8,110,1,12,59,43,7,110,3,1,33.3,2,66.7,84,411,197,9,4,3,0,3,92,10
ENG-Premier League,2025-26,Sunderland,Jenson Seelt,NED,DF,22-100,2003,1.5,125,16,47,73,6,0,125,0,0,,0,,88,524,358,2,1,0,0,1,85,0
ENG-Premier League,2025-26,Sunderland,Marc Guiu,ESP,FW,19-239,2006,0.2,10,2,3,3,4,2,10,0,0,,0,,2,2,1,0,0,0,0,0,5,1
ENG-Premier League,2025-26,Sunderland,Noah Sadiki,COD,MF,20-257,2004,3.0,155,4,34,76,46,2,155,1,0,0.0,1,100.0,101,561,202,6,7,0,4,2,107,11
ENG-Premier League,2025-26,Sunderland,Nordi Mukiele,FRA,DF,27-303,1997,1.0,73,2,24,40,9,2,73,0,0,,0,,39,276,166,1,0,0,3,1,41,0
ENG-Premier League,2025-26,Sunderland,Omar Alderete,PAR,DF,28-248,1996,2.4,192,14,82,103,8,3,192,2,1,50.0,1,50.0,127,755,479,5,3,0,2,0,136,0
ENG-Premier League,2025-26,Sunderland,Patrick Roberts,ENG,"MF,FW",28-207,1997,0.3,22,0,1,14,9,1,22,1,1,100.0,0,0.0,16,67,30,1,1,1,0,0,20,4
ENG-Premier League,2025-26,Sunderland,Reinildo Mandava,MOZ,DF,31-222,1994,3.0,209,11,58,110,42,2,209,1,0,0.0,1,100.0,115,606,314,7,7,1,4,2,127,6
